5	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
inc	elem	node	ip	grain	1_pos	2_pos	3_pos	1_f	2_f	3_f	4_f	5_f	6_f	7_f	8_f	9_f	1_p	2_p	3_p	4_p	5_p	6_p	7_p	8_p	9_p	1_ln(V)	2_ln(V)	3_ln(V)	4_ln(V)	5_ln(V)	6_ln(V)	7_ln(V)	8_ln(V)	9_ln(V)	1_Cauchy	2_Cauchy	3_Cauchy	4_Cauchy	5_Cauchy	6_Cauchy	7_Cauchy	8_Cauchy	9_Cauchy	Mises(ln(V))	Mises(Cauchy)
0	nan	nan	1	1	32.0	32.0	32.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	4.42624673039e-06	4.43927145188e-07	-6.81387715881e-09	4.43927145188e-07	3.76317454701e-06	-3.08686471071e-07	-6.81387715881e-09	-3.08686471071e-07	4.90396214049e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.42624673039e-06	4.43927145188e-07	-6.81387715881e-09	4.43927145188e-07	3.76317454701e-06	-3.08686471071e-07	-6.81387715881e-09	-3.08686471071e-07	4.90396214049e-06	0.0	1.36449689013e-06
1	nan	nan	1	1	32.0	32.0	32.0	1.002	-1.69164639122e-20	1.71225973208e-19	6.98127512298e-23	1.0	-4.11172593055e-19	-3.41522195408e-22	-1.63802440801e-21	1.0	479724590.361	-2726816.02645	-2378944.6556	-2721372.09129	165694252.73	-4675601.54802	-2374195.84807	-4675601.43346	166582147.324	0.001998002662673058	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	2.2204460492503128e-16	479724590.361	-2721373.279890219	-2374196.2630738523	-2721372.09129	165363525.6786427	-4666269.01	-2374195.84807	-4666268.895668662	166249648.02794412	0.00133200177512	314085262.409
2	nan	nan	1	1	32.0	32.0	32.0	1.004	-5.85676960912e-20	-5.83037427577e-19	1.40620704134e-22	1.0	-8.19182086222e-19	-1.65456802026e-21	5.37998270404e-21	1.0	834577846.257	-4972937.37213	-2935771.07421	-4953124.19249	394930662.566	-8326244.8977	-2924074.39362	-8326245.0284	394986842.984	0.003992021269537457	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	2.2204460492503128e-16	834577846.257	-4953124.872639442	-2924074.775109562	-4953124.19249	393357233.6314741	-8293072.607270916	-2924074.39362	-8293072.737450199	393413190.2231076	0.00266134751302	441538808.105
3	nan	nan	1	1	32.0	32.0	32.0	1.006	-2.58204428208e-21	2.53527549025e-19	-5.02077952304e-21	1.0	6.65991442102e-19	2.72059703469e-21	-3.67135843076e-20	1.0	1123137467.46	-5639020.8137	-2818585.4609	-5605388.51094	656185280.731	-9963833.5182	-2801773.98805	-9963832.38884	656618752.272	0.005982071677547469	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	2.2204460492503128e-16	1123137467.46	-5605388.482803181	-2801774.812027833	-5605388.51094	652271650.8260437	-9904407.075745529	-2801773.98805	-9904405.953121273	652702537.0497018	0.00398804778503	471088119.261
4	nan	nan	1	1	32.0	32.0	32.0	1.008	-9.14117294932e-20	4.22770356715e-19	-1.57937730258e-20	1.0	4.16040911559e-18	9.1659883677e-21	2.59966322913e-20	1.0	1404270335.0	-5849198.05076	-2867554.67486	-5802784.46846	921284286.076	-10995436.2525	-2844805.96196	-10995435.9252	922040812.812	0.007968169649176881	0.0	0.0	0.0	-2.2204460492503136e-16	0.0	0.0	0.0	-2.2204460492503136e-16	1404270335.0	-5802775.844007936	-2844796.3044246035	-5802784.46846	913972506.0277778	-10908170.885416666	-2844805.9619599995	-10908170.560714282	914723028.5833334	0.00531211309945	490414931.276
5	nan	nan	1	1	32.0	32.0	32.0	1.01	-7.4859845436e-21	-2.88123550964e-20	-2.77136524478e-20	1.0	5.42173464546e-19	1.45989106309e-20	2.8507952631e-20	1.0	1682902723.55	-5955034.04435	-3015393.79209	-5896094.80926	1187912595.84	-11773703.4644	-2985558.5762	-11773700.9187	1188890967.53	0.009950330853168092	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	0.0	1682902723.55	-5896073.311237624	-2985538.408009901	-5896094.80926	1176151084.990099	-11657132.142970297	-2985558.5762	-11657129.622475248	1177119769.8316832	0.00663355390211	506799740.455
6	nan	nan	1	1	32.0	32.0	32.0	1.012	4.427897819e-21	-6.23378860615e-18	-3.74572196782e-20	1.0	2.37223736434e-18	1.9178182502e-20	3.39342574494e-20	1.0	1960066306.34	-6045864.73465	-3218467.50138	-5974206.60697	1455548159.41	-12403399.8441	-3180328.47825	-12403395.1805	1456683410.18	0.011928570865273812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1960066306.34	-5974174.638982213	-3180303.855118577	-5974206.60697	1438288695.06917	-12256323.956620554	-3180328.478250009	-12256319.348320154	1439410484.367589	0.00795238057685	521781446.44
7	nan	nan	1	1	32.0	32.0	32.0	1.014	-5.05159200086e-20	2.13588291201e-18	-3.5305722905e-20	1.0	-7.12769622436e-18	3.00853860592e-20	-1.97203166755e-19	1.0	2236153083.39	-6139932.44477	-3428062.30219	-6055214.17721	1723985269.69	-12944643.7927	-3380773.10133	-12944637.0591	1725239262.25	0.013902905168991434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2236153083.39	-6055160.201942801	-3380732.053441815	-6055214.177210001	1700182711.7258384	-12765920.90009862	-3380773.1013299963	-12765914.25946747	1701419390.7790928	0.00926860344599	535944153.471
8	nan	nan	1	1	32.0	32.0	32.0	1.016	-7.91545671764e-20	-1.42745896564e-18	-1.78125073107e-20	1.0	4.58437061239e-18	1.69456220288e-20	4.153770164e-20	1.0	2511348884.29	-6241673.79999	-3623270.08012	-6143436.63439	1993121794.87	-13421220.9245	-3566260.06929	-13421217.5812	1994484660.73	0.015873349156290163	0.0	0.0	0.0	-2.2204460492503136e-16	0.0	0.0	0.0	0.0	2511348884.29	-6143379.724399607	-3566210.708779528	-6143436.634390001	1961734050.0688975	-13209863.114665354	-3566260.069290003	-13209859.824015738	1963075453.4744096	0.0105822327709	549559723.748
9	nan	nan	1	1	32.0	32.0	32.0	1.018	1.78902622883e-20	-3.25214329631e-20	2.1114612316e-20	1.0	3.46773137936e-18	1.23175465015e-20	-5.70291401519e-20	1.0	2785758663.32	-6345438.78363	-3805686.46375	-6233352.61633	2262898301.78	-13853995.9097	-3738471.05922	-13853985.5246	2264378130.74	0.017839918128331016	0.0	0.0	0.0	-2.2204460492503136e-16	0.0	0.0	0.0	0.0	2785758663.32	-6233240.45543222	-3738395.3474950884	-6233352.61633	2222886347.524558	-13609033.310117878	-3738471.0592200006	-13609023.108644392	2224340010.550098	0.0118932787522	562781695.601
