5	header
postResults v2.0.2	single_phase_equiaxed_tension.spectralOut --cr f,p
addStrainTensors v2.0.2	single_phase_equiaxed_tension.txt --left --logarithmic
addCauchy v2.0.2	single_phase_equiaxed_tension.txt
addMises v2.0.2	single_phase_equiaxed_tension.txt --strain ln(V) --stress Cauchy
inc	elem	node	ip	grain	1_pos	2_pos	3_pos	1_f	2_f	3_f	4_f	5_f	6_f	7_f	8_f	9_f	1_p	2_p	3_p	4_p	5_p	6_p	7_p	8_p	9_p	1_ln(V)	2_ln(V)	3_ln(V)	4_ln(V)	5_ln(V)	6_ln(V)	7_ln(V)	8_ln(V)	9_ln(V)	1_Cauchy	2_Cauchy	3_Cauchy	4_Cauchy	5_Cauchy	6_Cauchy	7_Cauchy	8_Cauchy	9_Cauchy	Mises(ln(V))	Mises(Cauchy)
0	nan	nan	1	1	32.0	32.0	32.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	7.26793946359e-06	-4.09161232497e-07	-5.16907989446e-07	-4.09161232497e-07	9.38005142886e-06	-2.60387557009e-07	-5.16907989446e-07	-2.60387557009e-07	1.10522194734e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.26793946359e-06	-4.09161232497e-07	-5.16907989446e-07	-4.09161232497e-07	9.38005142886e-06	-2.60387557009e-07	-5.16907989446e-07	-2.60387557009e-07	1.10522194734e-05	0.0	3.50659299728e-06
1	nan	nan	1	1	32.0	32.0	32.0	1.002	1.80693468909e-20	3.75410337538e-19	7.51752080446e-22	1.0	-8.77543090558e-19	-7.15097639552e-22	1.06352679307e-20	1.0	485168570.612	-3929109.76523	-8916228.53341	-3921268.81815	156169584.602	-3961410.38446	-8898432.24979	-3961412.7395	170686979.465	0.001998002662673058	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	2.2204460492503128e-16	485168570.612	-3921267.230768463	-8898431.67006986	-3921268.81815	155857868.86427143	-3953503.3777045906	-8898432.24979	-3953505.728043912	170346286.89121756	0.00133200177512	322823213.745
2	nan	nan	1	1	32.0	32.0	32.0	1.004	-6.57747139732e-20	9.01147102928e-20	-2.08639765904e-20	1.0	2.35773771538e-18	1.66883688583e-21	4.71278916172e-20	1.0	837136170.804	-4911335.36677	-12074155.9596	-4891767.96725	384029086.958	-4024313.54487	-12026051.363	-4024313.01026	403203954.914	0.003992021269537457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	837136170.804	-4891768.293595618	-12026051.752589641	-4891767.96725	382499090.59561753	-4008280.4231772907	-12026051.363	-4008279.89069721	401597564.65537846	0.00266134751302	446016386.238
3	nan	nan	1	1	32.0	32.0	32.0	1.006	2.73917551124e-19	-9.58507942505e-19	-9.4740097483e-21	1.0	2.84375182019e-18	6.61703131012e-21	-1.45973803468e-19	1.0	1124008794.4	-5565360.87835	-14229329.579	-5532168.74717	645281133.88	-3322908.87047	-14144461.3124	-3322909.27147	666441742.458	0.005982071677547469	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	2.2204460492503128e-16	1124008794.4000003	-5532167.871123261	-14144462.802186878	-5532168.747170001	641432538.6481113	-3303090.328499006	-14144461.3124	-3303090.727107354	662466940.8131212	0.00398804778503	473176847.438
4	nan	nan	1	1	32.0	32.0	32.0	1.008	-1.07417674346e-20	1.35589584853e-18	2.92640474097e-19	1.0	3.96537564358e-18	-1.21387720916e-20	-4.09288967091e-20	1.0	1403643270.59	-6059970.9422	-15511053.3222	-6011884.13685	910763034.812	-2883442.55381	-15387949.1094	-2883445.49034	932914927.322	0.007968169649176881	0.0	0.0	0.0	-2.2204460492503136e-16	0.0	0.0	0.0	0.0	1403643270.59	-6011875.934722222	-15387949.724404763	-6011884.13685	903534756.7579366	-2860558.0890972223	-15387949.109399999	-2860561.002321425	925510840.5972223	0.00531211309945	490351293.165
5	nan	nan	1	1	32.0	32.0	32.0	1.01	1.83983166205e-19	1.05563962593e-19	-2.37109254637e-19	1.0	-1.2069246734e-17	2.26253336278e-19	9.99887652648e-20	1.0	1680927278.22	-6362108.10238	-16335735.8129	-6299130.50926	1177940411.89	-2558651.99322	-16174000.9683	-2558645.14143	1200517514.91	0.009950330853168092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1680927278.22	-6299116.933049505	-16173995.854356434	-6299130.50926	1166277635.5346537	-2533318.8051683167	-16174000.9683	-2533312.021217836	1188631202.8811882	0.00663355390211	504760107.234
6	nan	nan	1	1	32.0	32.0	32.0	1.012	-4.3551224687e-19	-6.40644766977e-19	7.52399349275e-20	1.0	1.19987792176e-17	-2.87542456584e-20	1.46973451238e-20	1.0	1956857523.65	-6525485.83346	-16998159.4017	-6448120.86038	1446069025.68	-2302724.7757	-16796589.795	-2302719.50213	1469014506.25	0.011928570865273812	0.0	0.0	0.0	-2.2204460492503136e-16	0.0	0.0	0.0	0.0	1956857523.65	-6448108.531086956	-16796600.199308302	-6448120.860380001	1428921962.1343873	-2275419.7388339923	-16796589.795	-2275414.527796425	1451595361.9071145	0.00795238057685	517925274.59
7	nan	nan	1	1	32.0	32.0	32.0	1.014	2.05916687328e-19	-1.43658535273e-18	8.88069377443e-20	1.0	6.00879878826e-18	-2.19386806615e-19	-7.56225059608e-20	1.0	2231801032.79	-6612553.0486	-17585783.8641	-6521288.51983	1714891614.64	-2106578.41023	-17343010.763	-2106574.45243	1738300820.03	0.013902905168991434	0.0	0.0	0.0	-2.2204460492503136e-16	0.0	0.0	0.0	-2.2204460492503136e-16	2231801032.7900004	-6521255.471992111	-17342982.114497043	-6521288.51983	1691214610.0986195	-2077493.5012130179	-17343010.763000004	-2077489.5980571893	1714300611.469428	0.00926860344599	530405064.472
8	nan	nan	1	1	32.0	32.0	32.0	1.016	2.34538790883e-19	2.09537505023e-18	3.55778653265e-20	1.0	-3.02660522311e-17	-9.87283488064e-20	-3.78286237733e-20	1.0	2505918425.8	-6658914.05636	-18135248.2403	-6554087.28108	1984334731.5	-1956151.05537	-17849697.1606	-1956161.66914	2008293800.98	0.015873349156290163	0.0	0.0	0.0	2.2204460492503128e-16	0.0	0.0	0.0	2.2204460492503128e-16	2505918425.8	-6554049.268070865	-17849653.779822834	-6554087.281080001	1953085365.6496065	-1925345.5269389765	-17849697.160599995	-1925355.9735630518	1976667126.948819	0.0105822327709	542438508.682
9	nan	nan	1	1	32.0	32.0	32.0	1.018	-2.91184119231e-19	-2.54237145914e-18	3.74712817487e-20	1.0	1.20243473703e-17	-1.87728640019e-20	-2.89672033071e-19	1.0	2779310199.18	-6679862.41551	-18658029.8519	-6561816.07334	2254367206.71	-1841374.91319	-18328149.7391	-1841402.22261	2278928227.77	0.017839918128331016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2779310199.18	-6561750.8993222	-18328123.626620825	-6561816.073340001	2214506096.964637	-1808816.2212082522	-18328149.73910001	-1808843.0477504642	2238632836.7092338	0.0118932787522	554171129.033
