51				
1	1	6.0300641	0.90784872	4.3324838
2	1	1.0663865	1.5930588	3.2095437
3	1	3.6333177	1.9531914	4.5722775
4	1	0.84305739	2.9000785	0.022812448
5	1	5.1732721	1.2743222	5.5326185
6	1	1.3050183	2.4799511	5.9901834
7	1	2.3052478	0.9901647	5.0983996
8	1	1.0899029	0.56963634	5.9212222
9	1	4.8101969	0.88088042	3.8509421
10	1	4.8945675	0.40072265	0.37814292
11	1	5.7422209	2.0707474	5.9418516
12	1	3.4979787	0.87355852	3.8038075
13	1	5.7018557	1.9233667	5.5865765
14	1	3.84164	1.7220283	5.0110683
15	1	0.74200851	2.5579612	5.4607129
16	1	1.2789004	1.8349503	1.3962966
17	1	3.4332592	0.53984416	2.4844615
18	1	1.2560309	1.4838756	5.5378337
19	1	0.75223476	1.384344	5.2676549
20	1	5.5138969	0.96844673	5.6324167
21	1	2.0525918	1.875662	2.2352533
22	1	2.4722612	1.0001798	5.6989708
23	1	0.54631913	1.8669771	5.4894028
24	1	0.80884725	2.2615366	0.13101886
25	1	5.5336981	2.0306628	1.7717471
26	1	5.2889304	2.3111279	0.095129192
27	1	1.391601	0.86835164	1.2065774
28	1	3.7265439	0.17850266	4.5907207
29	1	6.0128632	2.9926832	6.2650781
30	1	5.9353085	0.87670267	4.7014542
31	1	3.5566225	1.2239416	2.1040032
32	1	0.84494299	1.890311	2.2660179
33	1	5.4551129	0.28187862	3.3622975
34	1	1.1322812	1.3941798	5.278595
35	1	2.563231	0.92489284	3.8886688
36	1	1.4384974	1.0374929	2.81113
37	1	4.6831536	1.1677353	3.144495
38	1	5.5981646	1.8879163	5.4181237
39	1	4.1395221	2.2110925	2.9309802
40	1	3.1073992	2.5721734	5.8685598
41	1	2.8004897	0.7796213	1.0540611
42	1	5.5276928	0.96685755	3.3283026
43	1	4.6613555	1.9937401	1.6209618
44	1	0.18605688	2.2140651	3.9559948
45	1	5.865572	2.2326243	0.62083852
46	1	5.564764	1.2636062	6.063972
47	1	4.2427945	2.2434473	4.8479757
48	1	1.1075126	1.3770378	1.0733598
49	1	4.3338985	2.0014315	0.047035865
50	1	2.9378943	0.082375802	0.95964366
51	1	2.8517683	0.58007818	1.9173988
