51										
1	17.663919	17.278694	22.282333	4.8253527	4.1136303	3.6766045	0.4	6.0300641	0.90784872	4.3324838
1	20.216852	8.948246	14.608426	4.7276587	4.1417356	3.7372739	0.4	1.0663865	1.5930588	3.2095437
1	6.6470203	4.2965384	28.864723	7.5212579	5.6379709	4.2332621	0.4	3.6333177	1.9531914	4.5722775
1	11.951908	9.0449123	10.152225	4.5085616	3.2390981	2.6404896	0.4	0.84305739	2.9000785	0.022812448
1	9.1435833	30.339201	29.965179	3.0789776	2.998837	2.3642869	0.4	5.1732721	1.2743222	5.5326185
1	10.220026	20.53779	22.295053	4.7903152	4.5387635	3.9238727	0.4	1.3050183	2.4799511	5.9901834
1	29.027166	29.996561	14.697387	4.4207573	3.8683829	2.8058045	0.4	2.3052478	0.9901647	5.0983996
1	14.094575	13.874634	12.71041	2.651612	2.5371847	1.6183064	0.4	1.0899029	0.56963634	5.9212222
1	1.6725721	20.813648	17.183071	3.756022	2.7464945	2.4029558	0.4	4.8101969	0.88088042	3.8509421
1	4.6464424	13.132483	15.081361	8.8385096	7.3332009	6.1965075	0.4	4.8945675	0.40072265	0.37814292
1	26.616554	17.02956	9.4122639	8.9201632	7.462172	6.8786082	0.4	5.7422209	2.0707474	5.9418516
1	27.038853	4.0476699	27.362581	6.4525394	6.0728245	5.0844355	0.4	3.4979787	0.87355852	3.8038075
1	2.9412112	15.162818	27.602734	6.1800184	5.5901403	3.9013252	0.4	5.7018557	1.9233667	5.5865765
1	26.150188	11.821756	2.4709334	6.9258628	5.1129451	3.3784759	0.4	3.84164	1.7220283	5.0110683
1	2.5956597	3.0273452	13.135948	5.6815348	4.2165318	3.423851	0.4	0.74200851	2.5579612	5.4607129
1	27.640768	25.470442	26.308739	8.6929827	7.642242	5.6961813	0.4	1.2789004	1.8349503	1.3962966
1	29.096546	27.50091	9.1681814	5.4147811	4.1659231	3.8198512	0.4	3.4332592	0.53984416	2.4844615
1	30.00445	27.584211	2.7381344	5.301096	3.4279976	2.6424944	0.4	1.2560309	1.4838756	5.5378337
1	22.055046	1.4713303	22.24312	2.9077482	2.2884912	2.1563962	0.4	0.75223476	1.384344	5.2676549
1	21.489902	29.787256	20.370821	3.9667645	3.7518692	3.1087222	0.4	5.5138969	0.96844673	5.6324167
1	18.000847	30.441525	1.3008474	2.8868792	1.9635042	1.7342498	0.4	2.0525918	1.875662	2.2352533
1	24.290321	14.292317	28.3461	8.4093752	6.5756764	4.9359446	0.4	2.4722612	1.0001798	5.6989708
1	25.446064	25.235317	17.009089	5.835937	5.5161161	4.8372898	0.4	0.54631913	1.8669771	5.4894028
1	25.568327	2.9080622	17.011438	6.561059	5.0984759	3.8353553	0.4	0.80884725	2.2615366	0.13101886
1	2.2409909	3.3391893	22.318243	5.0922236	4.4907994	3.1116955	0.4	5.5336981	2.0306628	1.7717471
1	18.137367	9.0183411	21.813013	5.3324513	4.5259442	4.2421751	0.4	5.2889304	2.3111279	0.095129192
1	17.468342	4.6067743	27.780783	6.0702024	5.4434404	5.0971847	0.4	1.391601	0.86835164	1.2065774
1	23.127607	27.251461	3.7407424	6.2196884	5.3491507	4.7794104	0.4	3.7265439	0.17850266	4.5907207
1	3.3162069	28.888851	2.826092	5.1573896	3.960686	3.4010077	0.4	6.0128632	2.9926832	6.2650781
1	21.001165	25.231787	10.127382	4.6354218	4.2473679	3.6925097	0.4	5.9353085	0.87670267	4.7014542
1	28.6984	21.808867	1.306686	3.9980509	3.0206954	1.8559444	0.4	3.5566225	1.2239416	2.1040032
1	11.638249	4.4990087	17.618996	8.5267591	7.8643346	6.1329675	0.4	0.84494299	1.890311	2.2660179
1	18.574875	11.852745	10.408485	3.801816	3.4384162	2.8851969	0.4	5.4551129	0.28187862	3.3622975
1	13.899375	29.615499	5.9996252	6.8395939	5.4991198	3.3281822	0.4	1.1322812	1.3941798	5.278595
1	15.995091	26.149302	26.763931	7.5465517	7.0088463	6.607656	0.4	2.563231	0.92489284	3.8886688
1	22.372044	30.494932	11.483953	4.3637514	3.9724917	2.1945126	0.4	1.4384974	1.0374929	2.81113
1	15.034097	27.796398	16.305593	6.2740459	5.5663171	5.2005835	0.4	4.6831536	1.1677353	3.144495
1	23.392994	18.724991	20.699598	4.9350309	4.504468	3.6749637	0.4	5.5981646	1.8879163	5.4181237
1	30.187761	19.02615	19.578976	4.0364671	2.9710033	2.5598516	0.4	4.1395221	2.2110925	2.9309802
1	11.559117	14.494619	28.223196	7.1366167	6.3858237	5.2693105	0.4	3.1073992	2.5721734	5.8685598
1	10.329922	18.076218	5.0268312	11.873467	10.620645	7.0171094	0.4	2.8004897	0.7796213	1.0540611
1	19.093634	4.461514	5.5195541	10.370764	7.4771318	6.0924182	0.4	5.5276928	0.96685755	3.3283026
1	4.814467	4.201097	4.6191955	6.2410469	5.5931602	5.2147379	0.4	4.6613555	1.9937401	1.6209618
1	10.842566	21.065111	16.445335	4.2917833	4.0299296	3.7218175	0.4	0.18605688	2.2140651	3.9559948
1	14.512348	14.083178	18.138008	5.8113036	4.3171706	4.0196214	0.4	5.865572	2.2326243	0.62083852
1	27.270128	10.447351	20.16988	6.6300774	6.2280068	5.7242637	0.4	5.564764	1.2636062	6.063972
1	4.3517919	25.640383	26.004677	7.7146292	7.192873	5.6928706	0.4	4.2427945	2.2434473	4.8479757
1	4.768157	9.3979797	24.530754	5.301754	3.7364278	3.465425	0.4	1.1075126	1.3770378	1.0733598
1	5.0643077	27.438057	13.491859	8.608161	6.7423077	5.9498172	0.4	4.3338985	2.0014315	0.047035865
1	17.858709	19.920296	14.762824	5.3124681	4.6111422	4.2342057	0.4	2.9378943	0.082375802	0.95964366
1	29.46623	5.3593135	9.3237028	8.221343	6.1010323	3.8071852	0.4	2.8517683	0.58007818	1.9173988
